imdb_title_id,year,duration,country,avg_vote,,,,
tt0080802,1980,93,UK,5.3,,,,
tt0080806,1980,92,Poland,6.8,,,,
tt0080808,1980,89,USA,4.2,,,,
tt0080809,1980,90,USA,3.7,,,,
tt0080813,1980,103,UK,6.4,,,,
tt0080826,1980,86,Spain,4.8,,,,
tt0080827,1980,102,Hong Kong,7.1,,,,
tt0080828,1989,87,Hong Kong,6.5,,,,
tt0080833,1979,107,Mexico,5.2,,,,
tt0080836,1980,97,USA,5.3,,,,
tt0080837,1980,107,USA,5.8,,,,
tt0080839,1980,88,USA,3.5,,,,
tt0080842,1980,95,Australia,6.2,,,,
tt0080843,1980,95,Japan,7.7,,,,
tt0080846,1980,90,UK,5.4,,,,
tt0080850,1980,94,USA,5.0,,,,
tt0080853,1980,99,USA,4.9,,,,
tt0080854,1980,110,USA,5.7,,,,
tt0080855,1980,219,USA,6.8,,,,
tt0080856,1980,118,India,8.9,,,,
tt0080861,1980,100,USA,4.9,,,,
tt0080863,1980,98,USA,6.0,,,,
tt0080868,1980,92,USA,6.4,,,,
tt0080872,1982,88,Canada,4.7,,,,
tt0080880,1980,95,Canada,5.1,,,,
tt0080881,1980,91,USA,6.4,,,,
tt0080888,1980,119,USA,6.3,,,,
tt0080889,1980,106,USA,7.1,,,,
tt0080892,1980,101,"Spain, Italy",4.5,,,,
tt0080895,1980,105,USA,6.1,,,,
tt0080897,1975,97,Hong Kong,5.4,,,,
tt0080899,1981,86,"France, Spain",5.7,,,,
tt0080901,1980,163,India,6.5,,,,
tt0080902,1979,82,USA,3.8,,,,
tt0080903,1979,115,UK,6.0,,,,
tt0080904,1980,80,USA,5.7,,,,
tt0080905,1980,95,Hong Kong,7.3,,,,
tt0080907,1980,97,USA,6.4,,,,
tt0080908,1980,95,UK,5.0,,,,
tt0080910,1980,140,Brazil,6.8,,,,
tt0080911,1981,91,Soviet Union,6.8,,,,
tt0080913,1980,117,USA,7.0,,,,
tt0080915,1980,93,USA,4.8,,,,
tt0080917,1980,97,USA,5.5,,,,
tt0080920,1981,51,"UK, West Germany",6.4,,,,
tt0080922,1979,89,Italy,5.1,,,,
tt0080923,1980,106,Italy,6.6,,,,
tt0080926,1980,146,India,6.5,,,,
tt0080928,1980,113,USA,7.2,,,,
tt0080929,1980,100,France,6.3,,,,
tt0080931,1980,92,"Italy, Spain, Mexico",5.7,,,,
tt0080933,1980,90,USA,4.4,,,,
tt0080934,1980,109,USA,5.3,,,,
tt0080936,1980,91,USA,5.5,,,,
tt0080939,1981,84,Soviet Union,7.1,,,,
tt0080940,1979,73,USA,7.1,,,,
tt0080945,1980,111,"UK, USA",4.8,,,,
tt0080948,1980,115,USA,5.9,,,,
tt0080950,1980,105,France,5.3,,,,
tt0080951,1980,105,France,6.0,,,,
tt0080958,1980,85,Hong Kong,6.9,,,,
tt0080962,1980,126,Japan,4.7,,,,
tt0080964,1980,90,Taiwan,5.8,,,,
tt0080966,1979,75,USA,6.8,,,,
tt0080971,1980,89,Hong Kong,7.4,,,,
tt0080975,1980,112,USA,5.5,,,,
tt0080979,1980,180,"Japan, USA",8.0,,,,
tt0080982,1981,152,India,7.8,,,,
tt0080990,1977,79,USA,4.7,,,,
tt0080997,1980,114,"Canada, USA",5.4,,,,
tt0080998,1980,124,"Portugal, Brazil",6.6,,,,
tt0080999,1976,90,"South Africa, USA",5.2,,,,
tt0081004,1980,119,Canada,5.4,,,,
tt0081006,1980,103,Hungary,6.1,,,,
tt0081016,1978,88,Taiwan,4.5,,,,
tt0081019,1980,95,Japan,6.8,,,,
tt0081027,1981,90,"France, Spain",3.1,,,,
tt0081031,1980,97,USA,5.8,,,,
tt0081032,1980,103,USA,5.3,,,,
tt0081034,1980,86,USA,3.8,,,,
tt0081043,1981,106,Soviet Union,5.3,,,,
tt0081047,1980,86,Italy,4.7,,,,
tt0081051,1980,88,Netherlands,4.8,,,,
tt0081056,1980,96,Spain,4.8,,,,
tt0081057,1981,88,"Spain, West Germany",4.8,,,,
tt0081059,1980,173,"Libya, USA",8.4,,,,
tt0081060,1980,96,USA,6.5,,,,
tt0081061,1979,90,USA,4.1,,,,
tt0081063,1980,103,USA,6.4,,,,
tt0081066,1980,109,Italy,5.7,,,,
tt0081070,1980,114,UK,7.6,,,,
tt0081071,1980,100,USA,7.0,,,,
tt0081073,1981,105,UK,5.9,,,,
tt0081076,1980,110,France,6.8,,,,
tt0081080,1980,97,USA,5.2,,,,
tt0081081,1980,97,Italy,6.6,,,,
tt0081083,1980,110,Canada,6.3,,,,
tt0081086,1980,95,"France, Italy, Germany",6.0,,,,
tt0081088,1981,88,USA,5.1,,,,
tt0081089,1980,95,"Italy, France",5.9,,,,
tt0081099,1980,82,Sweden,6.4,,,,
tt0081104,1980,83,Yugoslavia,8.0,,,,
tt0081107,1980,90,"France, Belgium",2.6,,,,
tt0081109,1981,90,USA,6.2,,,,
tt0081110,1980,106,USA,6.4,,,,
tt0081112,1980,92,Italy,5.2,,,,
tt0081114,1980,87,USA,6.5,,,,
tt0081115,1980,150,Philippines,7.2,,,,
tt0081118,1980,100,Sweden,5.4,,,,
tt0081144,1980,112,UK,6.8,,,,
tt0081145,1993,94,USA,5.3,,,,
tt0081148,1980,210,"Greece, Italy, West Germany",7.5,,,,
tt0081150,1980,95,USA,6.8,,,,
tt0081157,1980,97,"Canada, USA",5.6,,,,
tt0081159,1980,112,USA,6.5,,,,
tt0081160,1980,110,Finland,6.3,,,,
tt0081163,1980,105,UK,6.2,,,,
tt0081165,1980,129,"Italy, West Germany",6.3,,,,
tt0081168,1981,101,Hong Kong,6.6,,,,
tt0081170,1980,90,"Italy, France",5.9,,,,
tt0081176,1980,125,France,7.8,,,,
tt0081178,1981,104,UK,5.9,,,,
tt0081182,1980,130,"France, West Germany",6.8,,,,
tt0081184,1980,101,USA,6.0,,,,
tt0081186,1980,91,USA,5.4,,,,
tt0081187,1980,102,USA,6.4,,,,
tt0081203,1982,95,Canada,5.6,,,,
tt0081207,1980,96,USA,7.1,,,,
tt0081218,1980,95,"Spain, Mexico",6.6,,,,
tt0081228,1980,100,"France, USA",4.9,,,,
tt0081229,1980,92,USA,4.7,,,,
tt0081230,1980,101,USA,6.4,,,,
tt0081232,1980,104,West Germany,5.5,,,,
tt0081233,1980,90,Australia,4.5,,,,
tt0081235,1980,129,USA,6.9,,,,
tt0081236,1986,87,Hong Kong,3.2,,,,
tt0081237,1980,118,USA,7.1,,,,
tt0081238,1979,90,Czechoslovakia,6.8,,,,
tt0081246,1980,97,Canada,4.7,,,,
tt0081248,1981,85,Italy,5.7,,,,
tt0081249,1980,94,USA,5.2,,,,
tt0081250,1980,87,France,5.7,,,,
tt0081254,1980,261,Hungary,7.3,,,,
tt0081259,1980,103,USA,5.1,,,,
tt0081262,1981,77,Soviet Union,7.3,,,,
tt0081268,1980,94,USA,5.2,,,,
tt0081269,1980,103,USA,5.4,,,,
tt0081271,1980,97,Soviet Union,6.9,,,,
tt0081276,1980,100,France,6.2,,,,
tt0081280,1980,98,USA,6.1,,,,
tt0081283,1980,124,USA,7.7,,,,
tt0081286,1981,92,"Italy, France",5.3,,,,
tt0081291,1980,94,Canada,7.2,,,,
tt0081295,1980,106,Poland,7.0,,,,
tt0081299,1980,173,West Germany,6.8,,,,
tt0081304,1980,87,Greece,7.2,,,,
tt0081314,1980,92,Italy,5.6,,,,
tt0081315,1981,101,"Spain, Austria",4.5,,,,
tt0081318,1980,93,Italy,6.3,,,,
tt0081323,1980,82,Spain,6.2,,,,
tt0081330,1980,105,France,6.5,,,,
tt0081331,1980,99,Yugoslavia,8.1,,,,
tt0081332,1980,88,Soviet Union,6.6,,,,
tt0081334,1980,94,"Canada, USA",3.9,,,,
tt0081339,1980,105,France,6.6,,,,
tt0081349,1981,98,Hungary,7.5,,,,
tt0081350,1980,65,Czechoslovakia,7.1,,,,
tt0081353,1980,114,USA,5.2,,,,
tt0081363,1981,93,Czechoslovakia,7.8,,,,
tt0081366,1984,84,USA,4.7,,,,
tt0081375,1980,109,USA,6.2,,,,
tt0081376,1980,91,USA,6.8,,,,
tt0081379,1980,104,Romania,7.5,,,,
tt0081382,1976,90,"USA, Philippines",3.9,,,,
tt0081383,1980,92,Canada,5.4,,,,
tt0081385,1980,107,"France, Switzerland",6.8,,,,
tt0081387,1981,92,France,6.1,,,,
tt0081398,1980,129,USA,8.2,,,,
tt0081400,1980,115,"UK, USA",4.9,,,,
tt0081401,1980,169,India,6.3,,,,
tt0081404,1980,99,Hong Kong,6.5,,,,
tt0081414,1980,103,USA,7.3,,,,
tt0081415,1981,92,Spain,6.0,,,,
tt0081420,1979,104,USA,6.9,,,,
tt0081421,1980,91,USA,3.6,,,,
tt0081427,1981,110,Italy,7.6,,,,
tt0081429,1980,98,Italy,5.3,,,,
tt0081430,1981,101,"UK, Nigeria, Kenya",6.1,,,,
tt0081431,1980,98,UK,6.4,,,,
tt0081432,1982,84,Spain,4.7,,,,
tt0081433,1980,106,USA,5.2,,,,
tt0081439,1980,112,USA,5.6,,,,
tt0081441,1980,133,UK,6.6,,,,
tt0081445,1980,96,USA,5.3,,,,
tt0081447,1980,100,"West Germany, USA",5.0,,,,
tt0081455,1981,103,Canada,6.8,,,,
tt0081457,1980,93,USA,4.3,,,,
tt0081459,1980,89,USA,5.0,,,,
tt0081461,1980,86,West Germany,4.0,,,,
tt0081464,1980,85,West Germany,4.1,,,,
tt0081467,1979,100,Italy,5.1,,,,
tt0081470,1980,120,"Switzerland, UK, USA",6.3,,,,
tt0081471,1980,85,Switzerland,4.3,,,,
tt0081480,1980,102,USA,6.7,,,,
tt0081485,1980,86,USA,6.6,,,,
tt0081491,1980,181,India,7.1,,,,
tt0081494,1980,99,Hong Kong,7.0,,,,
tt0081499,1980,105,Hong Kong,7.2,,,,
tt0081504,1980,79,UK,6.3,,,,
tt0081505,1980,146,"UK, USA",8.4,,,,
tt0081506,1980,85,"Japan, USA",7.4,,,,
tt0081515,1979,87,USA,5.9,,,,
tt0081517,1980,111,UK,5.5,,,,
tt0081518,1980,97,USA,6.4,,,,
tt0081519,1980,91,"Spain, Portugal",5.5,,,,
tt0081520,1980,71,UK,6.9,,,,
tt0081522,1980,87,USA,6.0,,,,
tt0081528,1980,113,USA,5.8,,,,
tt0081529,1980,100,USA,5.3,,,,
tt0081533,1981,90,USA,5.3,,,,
tt0081534,1980,103,USA,7.2,,,,
tt0081536,1980,114,"Italy, France",6.3,,,,
tt0081541,1980,92,France,6.5,,,,
tt0081546,1980,94,Yugoslavia,7.0,,,,
tt0081547,1980,120,Netherlands,6.6,,,,
tt0081549,1980,101,Yugoslavia,6.5,,,,
tt0081552,1979,96,USA,4.2,,,,
tt0081553,1964,112,China,6.8,,,,
tt0081554,1980,89,USA,7.3,,,,
tt0081557,1981,138,Soviet Union,7.2,,,,
tt0081558,1979,102,USA,6.0,,,,
tt0081561,1980,101,Australia,6.9,,,,
tt0081562,1980,111,USA,6.8,,,,
tt0081563,1979,100,Canada,5.4,,,,
tt0081568,1980,131,USA,7.1,,,,
tt0081572,1978,80,USA,3.7,,,,
tt0081573,1980,127,"USA, UK, Canada",6.8,,,,
tt0081576,1979,89,"Mexico, USA",4.8,,,,
tt0081579,1980,111,Sweden,4.0,,,,
tt0081585,1980,92,UK,5.5,,,,
tt0081590,1980,107,Sweden,7.2,,,,
tt0081591,1980,125,"France, Italy",5.7,,,,
tt0081606,1980,98,West Germany,6.4,,,,
tt0081609,1981,150,"Soviet Union, France, Switzerland",6.8,,,,
tt0081611,1980,90,USA,6.2,,,,
tt0081613,1979,95,UK,6.4,,,,
tt0081614,1980,92,"France, West Germany",5.5,,,,
tt0081616,1980,150,"Italy, France",7.1,,,,
tt0081617,1980,97,Canada,5.9,,,,
tt0081619,1980,87,USA,4.0,,,,
tt0081620,1980,106,West Germany,6.8,,,,
tt0081625,1980,105,USA,6.5,,,,
tt0081626,1980,72,Italy,4.4,,,,
tt0081631,1977,77,Hong Kong,6.3,,,,
tt0081632,1980,126,China,7.8,,,,
tt0081633,1981,116,UK,7.0,,,,
tt0081635,1980,111,USA,6.8,,,,
tt0081646,1980,95,"USA, Canada",7.1,,,,
tt0081648,1980,113,Japan,6.5,,,,
tt0081653,1980,99,Brazil,4.6,,,,
tt0081655,1981,94,Czechoslovakia,6.9,,,,
tt0081656,1980,121,Canada,6.3,,,,
tt0081658,1980,93,France,6.3,,,,
tt0081659,1980,85,Sweden,6.1,,,,
tt0081662,1980,144,Japan,7.0,,,,
tt0081664,1981,90,USA,6.5,,,,
tt0081665,1980,105,Finland,5.1,,,,
tt0081672,1980,118,Finland,6.8,,,,
tt0081674,1985,93,USA,6.4,,,,
tt0081675,1980,92,Japan,3.8,,,,
tt0081677,1981,88,Italy,4.4,,,,
tt0081678,1980,110,France,7.3,,,,
tt0081681,1981,95,USA,4.2,,,,
tt0081684,1981,103,France,6.3,,,,
tt0081686,1980,102,France,6.7,,,,
tt0081687,1980,87,USA,6.2,,,,
tt0081693,1980,90,Italy,2.3,,,,
tt0081695,1980,87,USA,4.9,,,,
tt0081696,1980,132,USA,6.3,,,,
tt0081698,1980,113,USA,6.7,,,,
tt0081701,1981,53,"Finland, West Germany",7.0,,,,
tt0081706,1980,79,"Italy, France",5.1,,,,
tt0081721,1990,100,"Canada, France",6.3,,,,
tt0081724,1980,104,"Italy, West Germany",4.5,,,,
tt0081729,1980,98,France,7.8,,,,
tt0081730,1981,88,Czechoslovakia,8.0,,,,
tt0081738,1980,84,USA,6.3,,,,
tt0081743,1980,116,Romania,7.6,,,,
tt0081745,1980,90,"France, Spain, West Germany",3.3,,,,
tt0081747,1980,121,"Canada, USA",4.5,,,,
tt0081748,1980,99,USA,6.7,,,,
tt0081751,1980,103,USA,4.6,,,,
tt0081753,1980,105,USA,6.3,,,,
tt0081757,1980,91,UK,3.7,,,,
tt0081758,1980,115,USA,6.0,,,,
tt0081759,1980,96,USA,4.8,,,,
tt0081760,1980,108,USA,6.9,,,,
tt0081763,1980,98,USA,4.2,,,,
tt0081764,1980,89,USA,5.2,,,,
tt0081765,1980,106,Belgium,6.6,,,,
tt0081766,1988,95,USA,7.1,,,,
tt0081777,1980,96,USA,5.2,,,,
tt0081778,1980,83,Hong Kong,6.8,,,,
tt0081781,1979,96,China,6.8,,,,
tt0081782,1980,94,Hong Kong,6.5,,,,
tt0081787,1981,95,Canada,5.5,,,,
tt0081790,1980,80,Spain,5.5,,,,
tt0081793,1980,100,USA,5.5,,,,
tt0081794,1973,102,Hong Kong,4.4,,,,
tt0081796,1980,100,"Soviet Union, Finland",6.9,,,,
tt0081807,1980,110,Italy,5.9,,,,
tt0081809,1980,100,UK,6.3,,,,
tt0081820,1980,94,"Spain, France",6.4,,,,
tt0081821,1980,105,"France, Hungary",6.5,,,,
tt0081823,1980,96,Spain,5.1,,,,
tt0081881,1981,105,Japan,7.1,,,,
tt0081964,1981,113,USA,6.4,,,,
tt0081968,1981,122,India,7.5,,,,
tt0081971,1981,125,China,6.9,,,,
tt0081974,1981,116,USA,6.9,,,,
tt0081975,1978,95,UK,6.5,,,,
tt0081989,1980,94,Canada,4.9,,,,
tt0081991,1981,151,Soviet Union,7.0,,,,
tt0081992,1981,91,Hong Kong,6.7,,,,
tt0082000,1980,95,"Italy, West Germany",5.3,,,,
tt0082001,1981,87,USA,5.6,,,,
tt0082005,1981,112,Canada,5.8,,,,
tt0082009,1981,96,USA,7.3,,,,
tt0082010,1981,97,"UK, USA",7.5,,,,
tt0082011,1981,91,USA,6.4,,,,
tt0082017,1981,100,USA,6.7,,,,
tt0082022,1981,95,France,5.9,,,,
tt0082025,1981,90,UK,5.9,,,,
tt0082031,1981,97,USA,6.9,,,,
tt0082034,1981,90,Italy,6.6,,,,
tt0082041,1981,81,France,5.3,,,,
tt0082042,1981,94,USA,5.6,,,,
tt0082043,1981,105,"New Zealand, UK",6.5,,,,
tt0082045,1982,96,"Italy, West Germany",6.4,,,,
tt0082048,1982,113,Mexico,6.5,,,,
tt0082053,1982,93,France,7.1,,,,
tt0082054,1981,123,France,7.0,,,,
tt0082055,1981,114,Canada,7.1,,,,
tt0082070,1979,91,USA,4.5,,,,
tt0082072,1981,104,Hong Kong,6.7,,,,
tt0082073,1981,110,Italy,7.4,,,,
tt0082081,1981,106,West Germany,7.5,,,,
tt0082083,1980,92,USA,4.5,,,,
tt0082084,1981,85,USA,5.7,,,,
tt0082085,1981,108,USA,7.4,,,,
tt0082087,1981,104,"Austria, West Germany",8.1,,,,
tt0082088,1981,72,"Spain, France",7.6,,,,
tt0082089,1981,113,USA,7.4,,,,
tt0082090,1981,109,USA,4.3,,,,
tt0082094,1981,95,USA,5.6,,,,
tt0082095,1981,101,"Switzerland, West Germany, Austria",7.1,,,,
tt0082096,1981,149,West Germany,8.3,,,,
tt0082100,1980,110,France,6.7,,,,
tt0082107,1982,81,"Hong Kong, France, Greece",5.0,,,,
tt0082111,1981,96,USA,6.6,,,,
tt0082116,1982,88,USA,4.8,,,,
tt0082118,1981,91,USA,6.4,,,,
tt0082121,1981,94,USA,6.1,,,,
tt0082122,1982,108,USA,4.7,,,,
tt0082128,1982,100,"France, Italy",6.1,,,,
tt0082136,1981,95,"USA, Hong Kong",6.3,,,,
tt0082138,1981,92,"USA, UK",5.6,,,,
tt0082145,1981,97,"USA, Mexico",6.1,,,,
tt0082146,1981,91,"USA, Mexico",5.8,,,,
tt0082153,1981,92,Hong Kong,7.1,,,,
tt0082156,1981,120,"UK, France, USA",5.8,,,,
tt0082158,1981,125,UK,7.2,,,,
tt0082159,1981,95,USA,4.1,,,,
tt0082162,1981,145,India,8.0,,,,
tt0082163,1981,88,USA,6.2,,,,
tt0082164,1981,99,Spain,2.9,,,,
tt0082172,1981,90,USA,4.6,,,,
tt0082173,1981,135,France,7.0,,,,
tt0082174,1982,95,Hong Kong,6.4,,,,
tt0082175,1981,108,USA,7.1,,,,
tt0082176,1981,138,West Germany,7.6,,,,
tt0082177,1981,92,USA,4.1,,,,
tt0082182,1980,96,France,7.1,,,,
tt0082183,1981,95,"France, Mexico, Malta",7.4,,,,
tt0082186,1981,118,"UK, USA",6.9,,,,
tt0082193,1981,91,"Italy, Spain, USA",5.2,,,,
tt0082198,1982,129,"USA, Spain, Mexico",6.9,,,,
tt0082199,1981,90,UK,5.7,,,,
tt0082200,1981,103,USA,6.2,,,,
tt0082203,1981,109,Italy,6.2,,,,
tt0082206,1981,128,France,7.6,,,,
tt0082210,1981,131,Spain,7.3,,,,
tt0082213,1981,88,USA,3.4,,,,
tt0082216,1981,122,Romania,7.0,,,,
tt0082220,1981,109,USA,6.9,,,,
tt0082222,1981,156,Poland,7.4,,,,
tt0082225,1980,107,West Germany,6.4,,,,
tt0082230,1981,115,"Italy, France",7.0,,,,
tt0082233,1982,88,Australia,2.9,,,,
tt0082237,1981,93,USA,3.9,,,,
tt0082241,1982,119,Romania,7.9,,,,
tt0082242,1981,94,USA,6.6,,,,
tt0082243,1981,105,"Australia, New Zealand, USA",5.7,,,,
tt0082244,1984,90,Canada,5.4,,,,
tt0082245,1981,100,USA,5.6,,,,
tt0082247,1981,97,"USA, Hong Kong",7.0,,,,
tt0082250,1982,89,"USA, Canada",6.1,,,,
tt0082256,1981,95,Italy,6.3,,,,
tt0082257,1980,78,Mexico,4.5,,,,
tt0082259,1981,99,"Spain, France",7.0,,,,
tt0082263,1981,96,USA,5.1,,,,
tt0082268,1981,98,"Italy, France",5.7,,,,
tt0082269,1981,117,France,7.2,,,,
tt0082272,1981,91,"France, West Germany",6.2,,,,
tt0082273,1978,88,USA,2.5,,,,
tt0082275,1981,65,"France, USA",7.1,,,,
tt0082276,1979,80,USA,3.5,,,,
tt0082278,1982,90,Italy,3.4,,,,
tt0082279,1982,88,USA,5.0,,,,
tt0082280,1981,105,Japan,7.9,,,,
tt0082288,1981,108,"USA, UK",6.7,,,,
tt0082294,1981,106,Poland,7.0,,,,
tt0082298,1976,76,Taiwan,5.1,,,,
tt0082300,1981,105,Romania,7.5,,,,
tt0082307,1981,87,Italy,6.8,,,,
tt0082308,1981,94,USA,4.7,,,,
tt0082309,1981,94,France,6.8,,,,
tt0082311,1980,95,"West Germany, France, Austria",6.1,,,,
tt0082313,1981,151,Japan,6.9,,,,
tt0082314,1981,167,India,7.5,,,,
tt0082317,1981,120,Brazil,8.2,,,,
tt0082318,1982,121,India,7.5,,,,
tt0082319,1982,85,France,4.2,,,,
tt0082320,1981,100,Canada,7.1,,,,
tt0082323,1982,81,"France, Canada",5.4,,,,
tt0082329,1981,116,USA,4.9,,,,
tt0082332,1981,99,USA,5.2,,,,
tt0082334,1982,125,USA,6.6,,,,
tt0082337,1981,98,Spain,5.0,,,,
tt0082338,1982,93,Australia,5.9,,,,
tt0082340,1981,99,USA,7.2,,,,
tt0082342,1982,98,"France, Switzerland",6.6,,,,
tt0082343,1981,110,Brazil,6.2,,,,
tt0082345,1980,96,Spain,5.4,,,,
tt0082346,1981,97,USA,5.7,,,,
tt0082348,1981,140,"USA, UK",7.4,,,,
tt0082350,1981,106,USA,5.5,,,,
tt0082351,1981,112,UK,7.1,,,,
tt0082352,1981,84,USA,6.0,,,,
tt0082353,1981,103,USA,6.0,,,,
tt0082356,1981,105,"Yugoslavia, West Germany",7.7,,,,
tt0082361,1982,92,West Germany,6.6,,,,
tt0082362,1981,95,USA,5.7,,,,
tt0082363,1981,81,USA,3.1,,,,
tt0082364,1981,96,"Italy, West Germany, France",6.7,,,,
tt0082367,1981,99,USA,4.5,,,,
tt0082370,1981,106,France,7.3,,,,
tt0082374,1981,116,Poland,6.8,,,,
tt0082377,1981,108,"UK, USA",5.6,,,,
tt0082378,1981,89,USA,4.7,,,,
tt0082379,1983,82,USA,5.1,,,,
tt0082381,1981,97,Canada,3.2,,,,
tt0082382,1981,98,USA,6.4,,,,
tt0082398,1981,127,UK,6.8,,,,
tt0082399,1981,96,USA,5.1,,,,
tt0082402,1981,125,USA,6.7,,,,
tt0082404,1981,114,USA,7.1,,,,
tt0082405,1981,107,USA,6.9,,,,
tt0082406,1981,83,USA,7.3,,,,
tt0082407,1981,99,Italy,6.7,,,,
tt0082408,1981,166,Portugal,7.0,,,,
tt0082410,1981,97,USA,2.1,,,,
tt0082414,1981,126,West Germany,5.8,,,,
tt0082416,1981,124,UK,7.0,,,,
tt0082418,1981,87,USA,6.1,,,,
tt0082422,1981,83,"France, Japan",5.5,,,,
tt0082423,1981,47,Sweden,6.4,,,,
tt0082424,1981,108,Spain,6.5,,,,
tt0082425,1981,93,USA,4.7,,,,
tt0082427,1981,96,USA,5.9,,,,
tt0082429,1981,108,"West Germany, France",7.1,,,,
tt0082431,1981,81,USA,5.1,,,,
tt0082432,1981,110,Australia,7.4,,,,
tt0082434,1981,121,USA,6.7,,,,
tt0082436,1981,87,France,7.7,,,,
tt0082439,1980,98,Spain,6.8,,,,
tt0082440,1981,94,Canada,3.0,,,,
tt0082449,1981,110,USA,6.3,,,,
tt0082451,1980,95,Italy,6.0,,,,
tt0082457,1981,87,"USA, UK",3.9,,,,
tt0082464,1980,105,New Zealand,6.8,,,,
tt0082466,1981,82,"Yugoslavia, Czechoslovakia",6.0,,,,
tt0082467,1981,96,USA,4.8,,,,
tt0082471,1982,130,France,5.7,,,,
tt0082474,1981,97,"UK, USA",7.2,,,,
tt0082476,1981,116,UK,5.6,,,,
tt0082477,1980,91,UK,7.1,,,,
tt0082478,1981,88,Australia,6.8,,,,
tt0082479,1980,92,Italy,5.4,,,,
tt0082481,1981,101,Hong Kong,6.5,,,,
tt0082482,1979,86,Hong Kong,7.2,,,,
tt0082484,1981,100,"Canada, France",7.3,,,,
tt0082485,1981,94,Hong Kong,6.3,,,,
tt0082486,1981,89,Denmark,6.4,,,,
tt0082490,1981,99,Sweden,5.7,,,,
tt0082495,1981,92,USA,6.5,,,,
tt0082497,1981,104,USA,5.5,,,,
tt0082498,1981,111,Canada,6.1,,,,
tt0082499,1981,104,UK,6.0,,,,
tt0082501,1980,91,USA,4.9,,,,
tt0082503,1981,98,USA,6.5,,,,
tt0082506,1981,92,Canada,5.9,,,,
tt0082507,1981,78,USA,4.2,,,,
tt0082508,1979,96,USA,7.3,,,,
tt0082509,1981,86,Canada,6.7,,,,
tt0082510,1982,105,"Switzerland, France",6.0,,,,
tt0082511,1981,101,USA,5.8,,,,
tt0082515,1981,98,Canada,5.3,,,,
tt0082516,1981,94,"USA, Mexico, UK",5.8,,,,
tt0082517,1981,92,USA,6.9,,,,
tt0082518,1981,93,Netherlands,5.8,,,,
tt0082519,1981,85,USA,2.2,,,,
tt0082522,1981,85,USA,3.6,,,,
tt0082524,1981,86,France,4.9,,,,
tt0082525,1981,107,"USA, UK",5.1,,,,
tt0082527,1981,89,USA,5.0,,,,
tt0082528,1981,90,"Israel, West Germany",5.8,,,,
tt0082532,1982,88,UK,5.8,,,,
tt0082533,1981,91,USA,6.6,,,,
tt0082534,1981,90,Hong Kong,6.3,,,,
tt0082537,1982,94,Canada,4.8,,,,
tt0082539,1981,95,France,6.5,,,,
tt0082547,1981,105,"France, West Germany",6.7,,,,
tt0082552,1981,92,Canada,5.9,,,,
tt0082558,1981,88,USA,5.5,,,,
tt0082559,1980,99,"Italy, Spain",5.0,,,,
tt0082562,1981,100,Italy,7.0,,,,
tt0082567,1980,117,"Italy, France",5.6,,,,
tt0082576,1982,90,Czechoslovakia,7.1,,,,
tt0082580,1981,92,USA,3.9,,,,
tt0082582,1981,100,West Germany,6.7,,,,
tt0082583,1981,110,Denmark,5.2,,,,
tt0082592,1981,90,USA,6.2,,,,
tt0082594,1981,157,India,6.9,,,,
tt0082596,1981,139,Japan,6.9,,,,
tt0082599,1982,96,Czechoslovakia,6.8,,,,
tt0082601,1982,109,Japan,7.0,,,,
tt0082602,1982,151,Soviet Union,7.4,,,,
tt0082611,1982,85,"USA, Philippines",5.4,,,,
tt0082612,1981,100,"South Africa, USA",5.3,,,,
tt0082619,1981,90,USA,5.4,,,,
tt0082620,1981,92,USA,3.6,,,,
tt0082622,1981,146,USA,6.3,,,,
tt0082627,1981,85,Hungary,7.4,,,,
tt0082633,1981,110,Denmark,7.2,,,,
tt0082639,1982,87,USA,6.8,,,,
tt0082640,1981,104,"UK, France, West Germany",5.1,,,,
tt0082641,1981,92,Yugoslavia,7.3,,,,
tt0082642,1981,101,"Canada, USA",4.5,,,,
tt0082644,1981,189,India,7.1,,,,
tt0082648,1981,98,USA,5.1,,,,
tt0082655,1981,84,Spain,5.0,,,,
tt0082656,1981,106,USA,5.9,,,,
tt0082661,1981,120,West Germany,7.2,,,,
tt0082666,1981,90,Yugoslavia,7.1,,,,
tt0082669,1982,89,USA,2.9,,,,
tt0082671,1981,115,West Germany,7.5,,,,
tt0082677,1981,93,USA,6.1,,,,
tt0082678,1981,104,UK,6.8,,,,
tt0082679,1981,79,USA,7.2,,,,
tt0082681,1981,96,Yugoslavia,7.0,,,,
tt0082685,1981,95,USA,5.3,,,,
tt0082689,1981,110,Norway,6.5,,,,
tt0082690,1982,85,France,5.3,,,,
tt0082694,1981,96,Australia,7.6,,,,
tt0082696,1981,88,USA,5.3,,,,
tt0082699,1981,122,Japan,6.6,,,,
tt0082700,1981,93,Italy,5.2,,,,
tt0082701,1981,120,"France, West Germany",6.4,,,,
tt0082704,1981,117,South Korea,7.5,,,,
tt0082706,1979,92,Hong Kong,5.3,,,,
tt0082714,1981,135,"Italy, France",7.8,,,,
tt0082726,1981,95,France,5.8,,,,
tt0082728,1981,288,Bulgaria,7.4,,,,
tt0082729,1982,103,Hungary,7.7,,,,
tt0082731,1981,110,Netherlands,6.8,,,,
tt0082733,1981,115,UK,5.3,,,,
tt0082736,1981,144,"West Germany, Hungary, Austria",7.8,,,,
